MONYEAR,PRES,BU,PLOT,BP,GROUPS,STEMS
2011,ABRP,5,4,5_4,B-C-D (2.6 - 15),99
2011,ABRP,5,4,5_4,E-F-G (15.1 - 30),1
2011,ABRP,5,4,5_4,H-I-J (30.1 - 40+),1
2011,ABRP,5,4,5_4,PBH (0 - 2.5),2
2011,ABRP,5,5,5_5,B-C-D (2.6 - 15),124
2011,ABRP,5,5,5_5,E-F-G (15.1 - 30),3
2011,ABRP,5,5,5_5,H-I-J (30.1 - 40+),2
2011,ABRP,5,5,5_5,PBH (0 - 2.5),3
2011,ABRP,5,6,5_6,B-C-D (2.6 - 15),82
2011,ABRP,5,6,5_6,E-F-G (15.1 - 30),3
2011,ABRP,5,6,5_6,H-I-J (30.1 - 40+),1
2011,ABRP,5,6,5_6,PBH (0 - 2.5),6
2011,ABRP,12,1,12_1,B-C-D (2.6 - 15),0
2011,ABRP,12,1,12_1,E-F-G (15.1 - 30),0
2011,ABRP,12,1,12_1,H-I-J (30.1 - 40+),1
2011,ABRP,12,1,12_1,PBH (0 - 2.5),1
2011,ABRP,12,2,12_2,B-C-D (2.6 - 15),9
2011,ABRP,12,2,12_2,E-F-G (15.1 - 30),5
2011,ABRP,12,2,12_2,H-I-J (30.1 - 40+),0
2011,ABRP,12,2,12_2,PBH (0 - 2.5),3
2011,ABRP,21,1,21_1,B-C-D (2.6 - 15),3
2011,ABRP,21,1,21_1,E-F-G (15.1 - 30),0
2011,ABRP,21,1,21_1,H-I-J (30.1 - 40+),1
2011,ABRP,21,1,21_1,PBH (0 - 2.5),1
2011,ABRP,21,2,21_2,B-C-D (2.6 - 15),7
2011,ABRP,21,2,21_2,E-F-G (15.1 - 30),9
2011,ABRP,21,2,21_2,H-I-J (30.1 - 40+),2
2011,ABRP,21,2,21_2,PBH (0 - 2.5),0
2011,ABRP,21,3,21_3,B-C-D (2.6 - 15),6
2011,ABRP,21,3,21_3,E-F-G (15.1 - 30),3
2011,ABRP,21,3,21_3,H-I-J (30.1 - 40+),1
2011,ABRP,21,3,21_3,PBH (0 - 2.5),2
2012,ABRP,1,1,1_1,B-C-D (2.6 - 15),22
2012,ABRP,1,1,1_1,E-F-G (15.1 - 30),2
2012,ABRP,1,1,1_1,H-I-J (30.1 - 40+),0
2012,ABRP,1,1,1_1,PBH (0 - 2.5),1
2012,ABRP,1,2,1_2,B-C-D (2.6 - 15),4
2012,ABRP,1,2,1_2,E-F-G (15.1 - 30),0
2012,ABRP,1,2,1_2,H-I-J (30.1 - 40+),0
2012,ABRP,1,2,1_2,PBH (0 - 2.5),1
2012,ABRP,1,3,1_3,B-C-D (2.6 - 15),72
2012,ABRP,1,3,1_3,E-F-G (15.1 - 30),0
2012,ABRP,1,3,1_3,H-I-J (30.1 - 40+),0
2012,ABRP,1,3,1_3,PBH (0 - 2.5),14
2012,ABRP,1,4,1_4,B-C-D (2.6 - 15),118
2012,ABRP,1,4,1_4,E-F-G (15.1 - 30),3
2012,ABRP,1,4,1_4,H-I-J (30.1 - 40+),0
2012,ABRP,1,4,1_4,PBH (0 - 2.5),8
2012,ABRP,1,5,1_5,B-C-D (2.6 - 15),49
2012,ABRP,1,5,1_5,E-F-G (15.1 - 30),1
2012,ABRP,1,5,1_5,H-I-J (30.1 - 40+),0
2012,ABRP,1,5,1_5,PBH (0 - 2.5),2
2012,ABRP,1,6,1_6,B-C-D (2.6 - 15),77
2012,ABRP,1,6,1_6,E-F-G (15.1 - 30),16
2012,ABRP,1,6,1_6,H-I-J (30.1 - 40+),1
2012,ABRP,1,6,1_6,PBH (0 - 2.5),1
2012,ABRP,1,7,1_7,B-C-D (2.6 - 15),69
2012,ABRP,1,7,1_7,E-F-G (15.1 - 30),3
2012,ABRP,1,7,1_7,H-I-J (30.1 - 40+),0
2012,ABRP,1,7,1_7,PBH (0 - 2.5),2
2012,ABRP,1,8,1_8,B-C-D (2.6 - 15),83
2012,ABRP,1,8,1_8,E-F-G (15.1 - 30),1
2012,ABRP,1,8,1_8,H-I-J (30.1 - 40+),0
2012,ABRP,1,8,1_8,PBH (0 - 2.5),1
2012,ABRP,1,9,1_9,B-C-D (2.6 - 15),100
2012,ABRP,1,9,1_9,E-F-G (15.1 - 30),4
2012,ABRP,1,9,1_9,H-I-J (30.1 - 40+),0
2012,ABRP,1,9,1_9,PBH (0 - 2.5),4
2012,ABRP,7,1,7_1,B-C-D (2.6 - 15),49
2012,ABRP,7,1,7_1,E-F-G (15.1 - 30),12
2012,ABRP,7,1,7_1,H-I-J (30.1 - 40+),0
2012,ABRP,7,1,7_1,PBH (0 - 2.5),1
2012,ABRP,7,2,7_2,B-C-D (2.6 - 15),26
2012,ABRP,7,2,7_2,E-F-G (15.1 - 30),8
2012,ABRP,7,2,7_2,H-I-J (30.1 - 40+),0
2012,ABRP,7,2,7_2,PBH (0 - 2.5),1
2012,ABRP,7,3,7_3,B-C-D (2.6 - 15),90
2012,ABRP,7,3,7_3,E-F-G (15.1 - 30),11
2012,ABRP,7,3,7_3,H-I-J (30.1 - 40+),0
2012,ABRP,7,3,7_3,PBH (0 - 2.5),2
2012,ABRP,7,5,7_5,B-C-D (2.6 - 15),74
2012,ABRP,7,5,7_5,E-F-G (15.1 - 30),19
2012,ABRP,7,5,7_5,H-I-J (30.1 - 40+),0
2012,ABRP,7,5,7_5,PBH (0 - 2.5),3
2012,ABRP,7,6,7_6,B-C-D (2.6 - 15),1
2012,ABRP,7,6,7_6,E-F-G (15.1 - 30),1
2012,ABRP,7,6,7_6,H-I-J (30.1 - 40+),0
2012,ABRP,7,6,7_6,PBH (0 - 2.5),2
2012,ABRP,7,7,7_7,B-C-D (2.6 - 15),0
2012,ABRP,7,7,7_7,E-F-G (15.1 - 30),2
2012,ABRP,7,7,7_7,H-I-J (30.1 - 40+),0
2012,ABRP,7,7,7_7,PBH (0 - 2.5),3
2012,ABRP,7,8,7_8,B-C-D (2.6 - 15),9
2012,ABRP,7,8,7_8,E-F-G (15.1 - 30),6
2012,ABRP,7,8,7_8,H-I-J (30.1 - 40+),1
2012,ABRP,7,8,7_8,PBH (0 - 2.5),3
2012,ABRP,22,1,22_1,B-C-D (2.6 - 15),4
2012,ABRP,22,1,22_1,E-F-G (15.1 - 30),0
2012,ABRP,22,1,22_1,H-I-J (30.1 - 40+),0
2012,ABRP,22,1,22_1,PBH (0 - 2.5),2
2012,ABRP,22,2,22_2,B-C-D (2.6 - 15),1
2012,ABRP,22,2,22_2,E-F-G (15.1 - 30),0
2012,ABRP,22,2,22_2,H-I-J (30.1 - 40+),0
2012,ABRP,22,2,22_2,PBH (0 - 2.5),2
2012,ABRP,22,3,22_3,B-C-D (2.6 - 15),3
2012,ABRP,22,3,22_3,E-F-G (15.1 - 30),0
2012,ABRP,22,3,22_3,H-I-J (30.1 - 40+),0
2012,ABRP,22,3,22_3,PBH (0 - 2.5),1
2012,ABRP,22,4,22_4,B-C-D (2.6 - 15),4
2012,ABRP,22,4,22_4,E-F-G (15.1 - 30),3
2012,ABRP,22,4,22_4,H-I-J (30.1 - 40+),0
2012,ABRP,22,4,22_4,PBH (0 - 2.5),3
2012,ABRP,22,5,22_5,B-C-D (2.6 - 15),1
2012,ABRP,22,5,22_5,E-F-G (15.1 - 30),0
2012,ABRP,22,5,22_5,H-I-J (30.1 - 40+),0
2012,ABRP,22,5,22_5,PBH (0 - 2.5),1
2012,ABRP,32,1,32_1,B-C-D (2.6 - 15),156
2012,ABRP,32,1,32_1,E-F-G (15.1 - 30),3
2012,ABRP,32,1,32_1,H-I-J (30.1 - 40+),0
2012,ABRP,32,1,32_1,PBH (0 - 2.5),1
2012,ABRP,32,2,32_2,B-C-D (2.6 - 15),8
2012,ABRP,32,2,32_2,E-F-G (15.1 - 30),0
2012,ABRP,32,2,32_2,H-I-J (30.1 - 40+),0
2012,ABRP,32,2,32_2,PBH (0 - 2.5),1
2012,ABRP,32,3,32_3,B-C-D (2.6 - 15),20
2012,ABRP,32,3,32_3,E-F-G (15.1 - 30),0
2012,ABRP,32,3,32_3,H-I-J (30.1 - 40+),0
2012,ABRP,32,3,32_3,PBH (0 - 2.5),0
2012,ABRP,32,4,32_4,B-C-D (2.6 - 15),41
2012,ABRP,32,4,32_4,E-F-G (15.1 - 30),4
2012,ABRP,32,4,32_4,H-I-J (30.1 - 40+),0
2012,ABRP,32,4,32_4,PBH (0 - 2.5),0
2012,ABRP,32,5,32_5,B-C-D (2.6 - 15),58
2012,ABRP,32,5,32_5,E-F-G (15.1 - 30),2
2012,ABRP,32,5,32_5,H-I-J (30.1 - 40+),0
2012,ABRP,32,5,32_5,PBH (0 - 2.5),0
2012,ABRP,32,6,32_6,B-C-D (2.6 - 15),67
2012,ABRP,32,6,32_6,E-F-G (15.1 - 30),0
2012,ABRP,32,6,32_6,H-I-J (30.1 - 40+),0
2012,ABRP,32,6,32_6,PBH (0 - 2.5),1
2012,ABRP,32,7,32_7,B-C-D (2.6 - 15),8
2012,ABRP,32,7,32_7,E-F-G (15.1 - 30),0
2012,ABRP,32,7,32_7,H-I-J (30.1 - 40+),0
2012,ABRP,32,7,32_7,PBH (0 - 2.5),15
2012,ABRP,32,8,32_8,B-C-D (2.6 - 15),12
2012,ABRP,32,8,32_8,E-F-G (15.1 - 30),0
2012,ABRP,32,8,32_8,H-I-J (30.1 - 40+),0
2012,ABRP,32,8,32_8,PBH (0 - 2.5),6
2012,ABRP,32,9,32_9,B-C-D (2.6 - 15),135
2012,ABRP,32,9,32_9,E-F-G (15.1 - 30),1
2012,ABRP,32,9,32_9,H-I-J (30.1 - 40+),0
2012,ABRP,32,9,32_9,PBH (0 - 2.5),3
2012,ABRP,32,10,32_10,B-C-D (2.6 - 15),13
2012,ABRP,32,10,32_10,E-F-G (15.1 - 30),0
2012,ABRP,32,10,32_10,H-I-J (30.1 - 40+),0
2012,ABRP,32,10,32_10,PBH (0 - 2.5),6
2014,ABRP,1,1,1_1,B-C-D (2.6 - 15),21
2014,ABRP,1,1,1_1,E-F-G (15.1 - 30),2
2014,ABRP,1,1,1_1,H-I-J (30.1 - 40+),0
2014,ABRP,1,1,1_1,PBH (0 - 2.5),35
2014,ABRP,1,2,1_2,B-C-D (2.6 - 15),4
2014,ABRP,1,2,1_2,E-F-G (15.1 - 30),1
2014,ABRP,1,2,1_2,H-I-J (30.1 - 40+),0
2014,ABRP,1,2,1_2,PBH (0 - 2.5),33
2014,ABRP,1,3,1_3,B-C-D (2.6 - 15),72
2014,ABRP,1,3,1_3,E-F-G (15.1 - 30),1
2014,ABRP,1,3,1_3,H-I-J (30.1 - 40+),0
2014,ABRP,1,3,1_3,PBH (0 - 2.5),7
2014,ABRP,1,4,1_4,B-C-D (2.6 - 15),45
2014,ABRP,1,4,1_4,E-F-G (15.1 - 30),3
2014,ABRP,1,4,1_4,H-I-J (30.1 - 40+),0
2014,ABRP,1,4,1_4,PBH (0 - 2.5),3
2014,ABRP,1,5,1_5,B-C-D (2.6 - 15),63
2014,ABRP,1,5,1_5,E-F-G (15.1 - 30),4
2014,ABRP,1,5,1_5,H-I-J (30.1 - 40+),0
2014,ABRP,1,5,1_5,PBH (0 - 2.5),9
2014,ABRP,1,6,1_6,B-C-D (2.6 - 15),59
2014,ABRP,1,6,1_6,E-F-G (15.1 - 30),32
2014,ABRP,1,6,1_6,H-I-J (30.1 - 40+),1
2014,ABRP,1,6,1_6,PBH (0 - 2.5),1
2014,ABRP,1,7,1_7,B-C-D (2.6 - 15),66
2014,ABRP,1,7,1_7,E-F-G (15.1 - 30),3
2014,ABRP,1,7,1_7,H-I-J (30.1 - 40+),0
2014,ABRP,1,7,1_7,PBH (0 - 2.5),7
2014,ABRP,1,8,1_8,B-C-D (2.6 - 15),99
2014,ABRP,1,8,1_8,E-F-G (15.1 - 30),1
2014,ABRP,1,8,1_8,H-I-J (30.1 - 40+),0
2014,ABRP,1,8,1_8,PBH (0 - 2.5),0
2014,ABRP,1,9,1_9,B-C-D (2.6 - 15),97
2014,ABRP,1,9,1_9,E-F-G (15.1 - 30),2
2014,ABRP,1,9,1_9,H-I-J (30.1 - 40+),0
2014,ABRP,1,9,1_9,PBH (0 - 2.5),6
2014,ABRP,7,8,7_8,B-C-D (2.6 - 15),4
2014,ABRP,7,8,7_8,E-F-G (15.1 - 30),9
2014,ABRP,7,8,7_8,H-I-J (30.1 - 40+),1
2014,ABRP,7,8,7_8,PBH (0 - 2.5),301
2014,ABRP,22,1,22_1,B-C-D (2.6 - 15),8
2014,ABRP,22,1,22_1,E-F-G (15.1 - 30),0
2014,ABRP,22,1,22_1,H-I-J (30.1 - 40+),0
2014,ABRP,22,1,22_1,PBH (0 - 2.5),38
2014,ABRP,22,2,22_2,B-C-D (2.6 - 15),3
2014,ABRP,22,2,22_2,E-F-G (15.1 - 30),0
2014,ABRP,22,2,22_2,H-I-J (30.1 - 40+),0
2014,ABRP,22,2,22_2,PBH (0 - 2.5),60
2014,ABRP,22,3,22_3,B-C-D (2.6 - 15),4
2014,ABRP,22,3,22_3,E-F-G (15.1 - 30),0
2014,ABRP,22,3,22_3,H-I-J (30.1 - 40+),0
2014,ABRP,22,3,22_3,PBH (0 - 2.5),72
2014,ABRP,22,4,22_4,B-C-D (2.6 - 15),2
2014,ABRP,22,4,22_4,E-F-G (15.1 - 30),0
2014,ABRP,22,4,22_4,H-I-J (30.1 - 40+),0
2014,ABRP,22,4,22_4,PBH (0 - 2.5),55
2014,ABRP,22,5,22_5,B-C-D (2.6 - 15),7
2014,ABRP,22,5,22_5,E-F-G (15.1 - 30),0
2014,ABRP,22,5,22_5,H-I-J (30.1 - 40+),2
2014,ABRP,22,5,22_5,PBH (0 - 2.5),130
2015,ABRP,5,1,5_1,B-C-D (2.6 - 15),102
2015,ABRP,5,1,5_1,E-F-G (15.1 - 30),12
2015,ABRP,5,1,5_1,H-I-J (30.1 - 40+),4
2015,ABRP,5,1,5_1,PBH (0 - 2.5),16
2015,ABRP,5,2,5_2,B-C-D (2.6 - 15),68
2015,ABRP,5,2,5_2,E-F-G (15.1 - 30),6
2015,ABRP,5,2,5_2,H-I-J (30.1 - 40+),1
2015,ABRP,5,2,5_2,PBH (0 - 2.5),16
2015,ABRP,5,3,5_3,B-C-D (2.6 - 15),18
2015,ABRP,5,3,5_3,E-F-G (15.1 - 30),2
2015,ABRP,5,3,5_3,H-I-J (30.1 - 40+),3
2015,ABRP,5,3,5_3,PBH (0 - 2.5),2
2015,ABRP,5,4,5_4,B-C-D (2.6 - 15),101
2015,ABRP,5,4,5_4,E-F-G (15.1 - 30),2
2015,ABRP,5,4,5_4,H-I-J (30.1 - 40+),1
2015,ABRP,5,4,5_4,PBH (0 - 2.5),2
2015,ABRP,5,5,5_5,B-C-D (2.6 - 15),141
2015,ABRP,5,5,5_5,E-F-G (15.1 - 30),3
2015,ABRP,5,5,5_5,H-I-J (30.1 - 40+),3
2015,ABRP,5,5,5_5,PBH (0 - 2.5),38
2015,ABRP,5,6,5_6,B-C-D (2.6 - 15),90
2015,ABRP,5,6,5_6,E-F-G (15.1 - 30),4
2015,ABRP,5,6,5_6,H-I-J (30.1 - 40+),1
2015,ABRP,5,6,5_6,PBH (0 - 2.5),35
2015,ABRP,7,1,7_1,B-C-D (2.6 - 15),44
2015,ABRP,7,1,7_1,E-F-G (15.1 - 30),26
2015,ABRP,7,1,7_1,H-I-J (30.1 - 40+),0
2015,ABRP,7,1,7_1,PBH (0 - 2.5),3
2015,ABRP,7,2,7_2,B-C-D (2.6 - 15),21
2015,ABRP,7,2,7_2,E-F-G (15.1 - 30),14
2015,ABRP,7,2,7_2,H-I-J (30.1 - 40+),0
2015,ABRP,7,2,7_2,PBH (0 - 2.5),13
2015,ABRP,7,3,7_3,B-C-D (2.6 - 15),75
2015,ABRP,7,3,7_3,E-F-G (15.1 - 30),20
2015,ABRP,7,3,7_3,H-I-J (30.1 - 40+),0
2015,ABRP,7,3,7_3,PBH (0 - 2.5),13
2015,ABRP,7,4,7_4,B-C-D (2.6 - 15),2
2015,ABRP,7,4,7_4,E-F-G (15.1 - 30),2
2015,ABRP,7,4,7_4,H-I-J (30.1 - 40+),0
2015,ABRP,7,4,7_4,PBH (0 - 2.5),6
2015,ABRP,7,5,7_5,B-C-D (2.6 - 15),62
2015,ABRP,7,5,7_5,E-F-G (15.1 - 30),28
2015,ABRP,7,5,7_5,H-I-J (30.1 - 40+),0
2015,ABRP,7,5,7_5,PBH (0 - 2.5),9
2015,ABRP,7,6,7_6,B-C-D (2.6 - 15),1
2015,ABRP,7,6,7_6,E-F-G (15.1 - 30),1
2015,ABRP,7,6,7_6,H-I-J (30.1 - 40+),0
2015,ABRP,7,6,7_6,PBH (0 - 2.5),21
2015,ABRP,7,7,7_7,B-C-D (2.6 - 15),0
2015,ABRP,7,7,7_7,E-F-G (15.1 - 30),2
2015,ABRP,7,7,7_7,H-I-J (30.1 - 40+),0
2015,ABRP,7,7,7_7,PBH (0 - 2.5),296
2015,ABRP,12,1,12_1,B-C-D (2.6 - 15),0
2015,ABRP,12,1,12_1,E-F-G (15.1 - 30),0
2015,ABRP,12,1,12_1,H-I-J (30.1 - 40+),1
2015,ABRP,12,1,12_1,PBH (0 - 2.5),10
2015,ABRP,12,2,12_2,B-C-D (2.6 - 15),10
2015,ABRP,12,2,12_2,E-F-G (15.1 - 30),4
2015,ABRP,12,2,12_2,H-I-J (30.1 - 40+),0
2015,ABRP,12,2,12_2,PBH (0 - 2.5),54
2015,ABRP,13,1,13_1,B-C-D (2.6 - 15),0
2015,ABRP,13,1,13_1,E-F-G (15.1 - 30),0
2015,ABRP,13,1,13_1,H-I-J (30.1 - 40+),0
2015,ABRP,13,1,13_1,PBH (0 - 2.5),13
2015,ABRP,15,1,15_1,B-C-D (2.6 - 15),2
2015,ABRP,15,1,15_1,E-F-G (15.1 - 30),5
2015,ABRP,15,1,15_1,H-I-J (30.1 - 40+),10
2015,ABRP,15,1,15_1,PBH (0 - 2.5),16
2016,ABRP,22,1,22_1,B-C-D (2.6 - 15),9
2016,ABRP,22,1,22_1,E-F-G (15.1 - 30),0
2016,ABRP,22,1,22_1,H-I-J (30.1 - 40+),0
2016,ABRP,22,1,22_1,PBH (0 - 2.5),34
2016,ABRP,22,2,22_2,B-C-D (2.6 - 15),3
2016,ABRP,22,2,22_2,E-F-G (15.1 - 30),0
2016,ABRP,22,2,22_2,H-I-J (30.1 - 40+),0
2016,ABRP,22,2,22_2,PBH (0 - 2.5),30
2016,ABRP,22,3,22_3,B-C-D (2.6 - 15),5
2016,ABRP,22,3,22_3,E-F-G (15.1 - 30),0
2016,ABRP,22,3,22_3,H-I-J (30.1 - 40+),0
2016,ABRP,22,3,22_3,PBH (0 - 2.5),30
2016,ABRP,22,4,22_4,B-C-D (2.6 - 15),9
2016,ABRP,22,4,22_4,E-F-G (15.1 - 30),2
2016,ABRP,22,4,22_4,H-I-J (30.1 - 40+),2
2016,ABRP,22,4,22_4,PBH (0 - 2.5),75
2016,ABRP,22,5,22_5,B-C-D (2.6 - 15),2
2016,ABRP,22,5,22_5,E-F-G (15.1 - 30),0
2016,ABRP,22,5,22_5,H-I-J (30.1 - 40+),0
2016,ABRP,22,5,22_5,PBH (0 - 2.5),15
2016,ABRP,40,1,40_1,B-C-D (2.6 - 15),1
2016,ABRP,40,1,40_1,E-F-G (15.1 - 30),0
2016,ABRP,40,1,40_1,H-I-J (30.1 - 40+),0
2016,ABRP,40,1,40_1,PBH (0 - 2.5),13
2016,ABRP,40,2,40_2,B-C-D (2.6 - 15),0
2016,ABRP,40,2,40_2,E-F-G (15.1 - 30),0
2016,ABRP,40,2,40_2,H-I-J (30.1 - 40+),0
2016,ABRP,40,2,40_2,PBH (0 - 2.5),8
2016,ABRP,40,3,40_3,B-C-D (2.6 - 15),23
2016,ABRP,40,3,40_3,E-F-G (15.1 - 30),4
2016,ABRP,40,3,40_3,H-I-J (30.1 - 40+),0
2016,ABRP,40,3,40_3,PBH (0 - 2.5),1
2016,ABRP,40,4,40_4,B-C-D (2.6 - 15),40
2016,ABRP,40,4,40_4,E-F-G (15.1 - 30),0
2016,ABRP,40,4,40_4,H-I-J (30.1 - 40+),0
2016,ABRP,40,4,40_4,PBH (0 - 2.5),1
2016,ABRP,40,5,40_5,B-C-D (2.6 - 15),45
2016,ABRP,40,5,40_5,E-F-G (15.1 - 30),1
2016,ABRP,40,5,40_5,H-I-J (30.1 - 40+),0
2016,ABRP,40,5,40_5,PBH (0 - 2.5),2
2016,ABRP,40,6,40_6,B-C-D (2.6 - 15),42
2016,ABRP,40,6,40_6,E-F-G (15.1 - 30),5
2016,ABRP,40,6,40_6,H-I-J (30.1 - 40+),0
2016,ABRP,40,6,40_6,PBH (0 - 2.5),0
2016,ABRP,40,7,40_7,B-C-D (2.6 - 15),68
2016,ABRP,40,7,40_7,E-F-G (15.1 - 30),1
2016,ABRP,40,7,40_7,H-I-J (30.1 - 40+),0
2016,ABRP,40,7,40_7,PBH (0 - 2.5),0
2016,ABRP,40,8,40_8,B-C-D (2.6 - 15),5
2016,ABRP,40,8,40_8,E-F-G (15.1 - 30),1
2016,ABRP,40,8,40_8,H-I-J (30.1 - 40+),0
2016,ABRP,40,8,40_8,PBH (0 - 2.5),7
2016,ABRP,40,9,40_9,B-C-D (2.6 - 15),44
2016,ABRP,40,9,40_9,E-F-G (15.1 - 30),0
2016,ABRP,40,9,40_9,H-I-J (30.1 - 40+),0
2016,ABRP,40,9,40_9,PBH (0 - 2.5),2
2017,ABRP,1,1,1_1,B-C-D (2.6 - 15),21
2017,ABRP,1,1,1_1,E-F-G (15.1 - 30),2
2017,ABRP,1,1,1_1,H-I-J (30.1 - 40+),0
2017,ABRP,1,1,1_1,PBH (0 - 2.5),153
2017,ABRP,1,2,1_2,B-C-D (2.6 - 15),3
2017,ABRP,1,2,1_2,E-F-G (15.1 - 30),0
2017,ABRP,1,2,1_2,H-I-J (30.1 - 40+),0
2017,ABRP,1,2,1_2,PBH (0 - 2.5),156
2017,ABRP,1,3,1_3,B-C-D (2.6 - 15),71
2017,ABRP,1,3,1_3,E-F-G (15.1 - 30),1
2017,ABRP,1,3,1_3,H-I-J (30.1 - 40+),0
2017,ABRP,1,3,1_3,PBH (0 - 2.5),2
2017,ABRP,1,4,1_4,B-C-D (2.6 - 15),99
2017,ABRP,1,4,1_4,E-F-G (15.1 - 30),4
2017,ABRP,1,4,1_4,H-I-J (30.1 - 40+),0
2017,ABRP,1,4,1_4,PBH (0 - 2.5),1
2017,ABRP,1,5,1_5,B-C-D (2.6 - 15),50
2017,ABRP,1,5,1_5,E-F-G (15.1 - 30),2
2017,ABRP,1,5,1_5,H-I-J (30.1 - 40+),0
2017,ABRP,1,5,1_5,PBH (0 - 2.5),2
2017,ABRP,1,6,1_6,B-C-D (2.6 - 15),33
2017,ABRP,1,6,1_6,E-F-G (15.1 - 30),52
2017,ABRP,1,6,1_6,H-I-J (30.1 - 40+),1
2017,ABRP,1,6,1_6,PBH (0 - 2.5),1
2017,ABRP,1,7,1_7,B-C-D (2.6 - 15),65
2017,ABRP,1,7,1_7,E-F-G (15.1 - 30),6
2017,ABRP,1,7,1_7,H-I-J (30.1 - 40+),0
2017,ABRP,1,7,1_7,PBH (0 - 2.5),5
2017,ABRP,1,8,1_8,B-C-D (2.6 - 15),101
2017,ABRP,1,8,1_8,E-F-G (15.1 - 30),2
2017,ABRP,1,8,1_8,H-I-J (30.1 - 40+),0
2017,ABRP,1,8,1_8,PBH (0 - 2.5),0
2017,ABRP,1,9,1_9,B-C-D (2.6 - 15),92
2017,ABRP,1,9,1_9,E-F-G (15.1 - 30),3
2017,ABRP,1,9,1_9,H-I-J (30.1 - 40+),0
2017,ABRP,1,9,1_9,PBH (0 - 2.5),4
2017,ABRP,5,1,5_1,B-C-D (2.6 - 15),110
2017,ABRP,5,1,5_1,E-F-G (15.1 - 30),11
2017,ABRP,5,1,5_1,H-I-J (30.1 - 40+),4
2017,ABRP,5,1,5_1,PBH (0 - 2.5),10
2017,ABRP,5,2,5_2,B-C-D (2.6 - 15),81
2017,ABRP,5,2,5_2,E-F-G (15.1 - 30),5
2017,ABRP,5,2,5_2,H-I-J (30.1 - 40+),2
2017,ABRP,5,2,5_2,PBH (0 - 2.5),13
